Versao	Meses	Centro_Custo	Conta	Medida	Valor
Realizado	Fev	10.101.002	30.119	Valor	6982,8
Realizado	Fev	10.101.002	30.120	Valor	7167,6
Realizado	Fev	10.101.002	30.121	Valor	7353,5
Realizado	Fev	10.101.002	30.122	Valor	7538,3
Realizado	Fev	10.101.002	30.123	Valor	7724,2
Realizado	Fev	10.101.002	40.101	Valor	7910,1
Realizado	Fev	10.101.002	40.102	Valor	8094,9
Realizado	Fev	10.102.003	30.110	Valor	8280,8
Realizado	Fev	10.102.003	30.111	Valor	8465,6
Realizado	Fev	10.102.003	30.112	Valor	8651,5
Realizado	Fev	10.102.003	30.113	Valor	8836,3
Realizado	Fev	10.102.003	30.114	Valor	9022,2
Realizado	Fev	10.102.003	30.115	Valor	9207
Realizado	Fev	10.102.003	30.116	Valor	9392,9
Realizado	Fev	10.102.003	30.117	Valor	9577,7
Realizado	Fev	10.102.003	30.119	Valor	9763,6
Realizado	Fev	10.102.003	30.120	Valor	9948,4
Realizado	Fev	10.102.003	30.121	Valor	10134,3
Realizado	Fev	10.102.003	30.122	Valor	10320,2
Realizado	Fev	10.102.003	30.123	Valor	10505
Realizado	Fev	10.102.003	40.101	Valor	10690,9
Realizado	Fev	10.102.003	40.102	Valor	10875,7
Realizado	Fev	20.104.012	30.110	Valor	1105,5
Realizado	Fev	20.104.012	30.111	Valor	1124,2
Realizado	Fev	20.104.012	30.112	Valor	1142,9
Realizado	Fev	20.104.012	30.113	Valor	1161,6
Realizado	Fev	20.104.012	30.114	Valor	1180,3
Realizado	Fev	20.104.012	30.115	Valor	1197,9
Realizado	Fev	20.104.012	30.116	Valor	1216,6
Realizado	Fev	20.104.012	30.117	Valor	1235,3
Realizado	Fev	20.104.012	30.119	Valor	1254
Realizado	Fev	20.104.012	30.120	Valor	1272,7
Realizado	Fev	20.104.012	30.121	Valor	1291,4
Realizado	Fev	20.104.012	30.122	Valor	1310,1
Realizado	Fev	20.104.012	30.123	Valor	1327,7
Realizado	Fev	20.104.012	40.101	Valor	1346,4
Realizado	Fev	20.104.012	40.102	Valor	1365,1
Realizado	Fev	30.106.017	30.110	Valor	1383,8
Realizado	Fev	30.106.017	30.111	Valor	1402,5
Realizado	Fev	30.106.017	30.112	Valor	1421,2
Realizado	Fev	30.106.017	30.113	Valor	1438,8
Realizado	Fev	30.106.017	30.114	Valor	1457,5
Realizado	Fev	30.106.017	30.115	Valor	1476,2
Realizado	Fev	30.106.017	30.116	Valor	1494,9
Realizado	Fev	30.106.017	30.117	Valor	1513,6
Realizado	Fev	30.106.017	30.119	Valor	1532,3
Realizado	Fev	30.106.017	30.120	Valor	1551
Realizado	Fev	30.106.017	30.121	Valor	1568,6
Realizado	Fev	30.106.017	30.122	Valor	1587,3
Realizado	Fev	30.106.017	30.123	Valor	1606
Realizado	Fev	30.106.017	40.101	Valor	1624,7
Realizado	Fev	30.106.017	40.102	Valor	1643,4
Realizado	Fev	40.110.024	30.110	Valor	1662,1
Realizado	Fev	40.110.024	30.111	Valor	1680,8
Realizado	Fev	40.110.024	30.112	Valor	1698,4
Realizado	Fev	40.110.024	30.113	Valor	1717,1
Realizado	Fev	40.110.024	30.114	Valor	1735,8
Realizado	Fev	40.110.024	30.115	Valor	1754,5
Realizado	Fev	40.110.024	30.116	Valor	1773,2
Realizado	Fev	40.110.024	30.117	Valor	1791,9
Realizado	Fev	40.110.024	30.119	Valor	1810,6
Realizado	Fev	40.110.024	30.120	Valor	1828,2
Realizado	Fev	40.110.024	30.121	Valor	1846,9
Realizado	Fev	40.110.024	30.122	Valor	1865,6
Realizado	Fev	40.110.024	30.123	Valor	1884,3
Realizado	Fev	40.110.024	40.101	Valor	1903
Realizado	Fev	40.110.024	40.102	Valor	1921,7
Realizado	Fev	50.112.028	30.110	Valor	1940,4
Realizado	Fev	50.112.028	30.111	Valor	1958
Realizado	Fev	50.112.028	30.112	Valor	1976,7
Realizado	Fev	50.112.028	30.113	Valor	1995,4
Realizado	Fev	50.112.028	30.114	Valor	2014,1
Realizado	Fev	50.112.028	30.115	Valor	2032,8
Realizado	Fev	50.112.028	30.116	Valor	2051,5
Realizado	Fev	50.112.028	30.117	Valor	2070,2
Realizado	Fev	50.112.028	30.119	Valor	2087,8
Realizado	Fev	50.112.028	30.120	Valor	2106,5
Realizado	Fev	50.112.028	30.121	Valor	2125,2
Realizado	Fev	50.112.028	30.122	Valor	2143,9
Realizado	Fev	50.112.028	30.123	Valor	2162,6
Realizado	Fev	50.112.028	40.101	Valor	2181,3
Realizado	Fev	50.112.028	40.102	Valor	2200
Realizado	Mar	10.101.001	30.101	Valor	3499,1
Realizado	Mar	10.101.002	30.110	Valor	550
Realizado	Mar	10.101.002	30.111	Valor	5684,8
Realizado	Mar	10.101.002	30.112	Valor	5870,7
Realizado	Mar	10.101.002	30.113	Valor	6055,5
Realizado	Mar	10.101.002	30.114	Valor	6241,4
Realizado	Mar	10.101.002	30.115	Valor	6426,2
Realizado	Mar	10.101.002	30.116	Valor	6612,1
Realizado	Mar	10.101.002	30.117	Valor	6796,9
Realizado	Mar	10.101.002	30.119	Valor	6982,8
Realizado	Mar	10.101.002	30.120	Valor	7167,6
Realizado	Mar	10.101.002	30.121	Valor	7353,5
Realizado	Mar	10.101.002	30.122	Valor	7538,3
Realizado	Mar	10.101.002	30.123	Valor	7724,2
Realizado	Mar	10.101.002	40.101	Valor	7910,1
Realizado	Mar	10.101.002	40.102	Valor	8094,9
Realizado	Mar	10.102.003	30.110	Valor	8280,8
Realizado	Mar	10.102.003	30.111	Valor	8465,6
Realizado	Mar	10.102.003	30.112	Valor	8651,5
Realizado	Mar	10.102.003	30.113	Valor	8836,3
Realizado	Mar	10.102.003	30.114	Valor	9022,2
Realizado	Mar	10.102.003	30.115	Valor	9207
Realizado	Mar	10.102.003	30.116	Valor	9392,9
Realizado	Mar	10.102.003	30.117	Valor	9577,7
Realizado	Mar	10.102.003	30.119	Valor	9763,6
Realizado	Mar	10.102.003	30.120	Valor	9948,4
Realizado	Mar	10.102.003	30.121	Valor	10134,3
Realizado	Mar	10.102.003	30.122	Valor	10320,2
Realizado	Mar	10.102.003	30.123	Valor	10505
Realizado	Mar	10.102.003	40.101	Valor	10690,9
Realizado	Mar	10.102.003	40.102	Valor	10875,7
Realizado	Mar	20.104.012	30.110	Valor	1105,5
Realizado	Mar	20.104.012	30.111	Valor	1124,2
Realizado	Mar	20.104.012	30.112	Valor	1142,9
Realizado	Mar	20.104.012	30.113	Valor	1161,6
Realizado	Mar	20.104.012	30.114	Valor	1180,3
Realizado	Mar	20.104.012	30.115	Valor	1197,9
Realizado	Mar	20.104.012	30.116	Valor	1216,6
Realizado	Mar	20.104.012	30.117	Valor	1235,3
Realizado	Mar	20.104.012	30.119	Valor	1254
Realizado	Mar	20.104.012	30.120	Valor	1272,7
Realizado	Mar	20.104.012	30.121	Valor	1291,4
Realizado	Mar	20.104.012	30.122	Valor	1310,1
Realizado	Mar	20.104.012	30.123	Valor	1327,7
Realizado	Mar	20.104.012	40.101	Valor	1346,4
Realizado	Mar	20.104.012	40.102	Valor	1365,1
Realizado	Mar	30.106.017	30.110	Valor	1383,8
Realizado	Mar	30.106.017	30.111	Valor	1402,5
Realizado	Mar	30.106.017	30.112	Valor	1421,2
Realizado	Mar	30.106.017	30.113	Valor	1438,8
Realizado	Mar	30.106.017	30.114	Valor	1457,5
Realizado	Mar	30.106.017	30.115	Valor	1476,2
Realizado	Mar	30.106.017	30.116	Valor	1494,9
Realizado	Mar	30.106.017	30.117	Valor	1513,6
Realizado	Mar	30.106.017	30.119	Valor	1532,3
Realizado	Mar	30.106.017	30.120	Valor	1551
Realizado	Mar	30.106.017	30.121	Valor	1568,6
Realizado	Mar	30.106.017	30.122	Valor	1587,3
Realizado	Mar	30.106.017	30.123	Valor	1606
Realizado	Mar	30.106.017	40.101	Valor	1624,7
Realizado	Mar	30.106.017	40.102	Valor	1643,4
Realizado	Mar	40.110.024	30.110	Valor	1662,1
Realizado	Mar	40.110.024	30.111	Valor	1680,8
Realizado	Mar	40.110.024	30.112	Valor	1698,4
Realizado	Mar	40.110.024	30.113	Valor	1717,1
Realizado	Mar	40.110.024	30.114	Valor	1735,8
Realizado	Mar	40.110.024	30.115	Valor	1754,5
Realizado	Mar	40.110.024	30.116	Valor	1773,2
Realizado	Mar	40.110.024	30.117	Valor	1791,9
Realizado	Mar	40.110.024	30.119	Valor	1810,6
Realizado	Mar	40.110.024	30.120	Valor	1828,2
Realizado	Mar	40.110.024	30.121	Valor	1846,9
Realizado	Mar	40.110.024	30.122	Valor	1865,6
Realizado	Mar	40.110.024	30.123	Valor	1884,3
Realizado	Mar	40.110.024	40.101	Valor	1903
Realizado	Mar	40.110.024	40.102	Valor	1921,7
Realizado	Mar	50.112.028	30.110	Valor	1940,4
Realizado	Mar	50.112.028	30.111	Valor	1958
Realizado	Mar	50.112.028	30.112	Valor	1976,7
Realizado	Mar	50.112.028	30.113	Valor	1995,4
Realizado	Mar	50.112.028	30.114	Valor	2014,1
Realizado	Mar	50.112.028	30.115	Valor	2032,8
Realizado	Mar	50.112.028	30.116	Valor	2051,5
Realizado	Mar	50.112.028	30.117	Valor	2070,2
Realizado	Mar	50.112.028	30.119	Valor	2087,8
Realizado	Mar	50.112.028	30.120	Valor	2106,5
Realizado	Mar	50.112.028	30.121	Valor	2125,2
Realizado	Mar	50.112.028	30.122	Valor	2143,9
Realizado	Mar	50.112.028	30.123	Valor	2162,6
Realizado	Mar	50.112.028	40.101	Valor	2181,3
Realizado	Mar	50.112.028	40.102	Valor	2200
